text,intent,emotion,text_length
honestly i cannot handle all this pressure and i feel stuck,stress,tired,59
recently hello today,greeting,content,20
recently i cannot stop crying,sadness,depressed,29
i keep comparing myself to others but i do not know what to do,self_esteem,insecure,62
at home i feel peaceful right now and i feel stuck,positive,hopeful,50
at night i cannot believe in myself but i do not know what to do,self_esteem,sad,64
honestly can we talk please help me,greeting,happy,35
at night my relationship is stressful because it keeps happening,relationship,worried,64
sometimes i need encouragement because it keeps happening,motivation,determined,57
at night i feel useless and i need help,self_esteem,hopeless,39
hey can you listen to me because it keeps happening,greeting,neutral,51
my assignments are too much and i feel stuck,academic_pressure,overwhelmed,44
at night i am proud of myself please help me,positive,happy,44
at night my thoughts are moving too fast because it keeps happening,anxiety,worried,67
honestly i need encouragement but i do not know what to do,motivation,tired,58
i need a small step to begin because it keeps happening,motivation,hopeful,55
recently are you there and i need help,greeting,happy,38
recently i feel grateful today and i need help,gratitude,happy,46
at home i keep imagining the worst right now,anxiety,overwhelmed,44
in class i feel left out and it is affecting me,loneliness,down,47
honestly i feel down for no reason right now,sadness,hopeless,44
honestly i feel lucky to have support,gratitude,happy,37
at night i am angry upon you and i want to feel better,anger,angry,54
recently i feel restless and tense right now,anxiety,anxious,44
i feel lucky to have support these days,gratitude,happy,39
honestly i feel hurt by someone i love but i do not know what to do,relationship,upset,67
in class i feel like shouting and i feel stuck,anger,angry,46
sometimes nobody talks to me,loneliness,lonely,28
sometimes i feel calm today but i do not know what to do,positive,content,56
in class i feel like a failure and i feel stuck,self_esteem,hopeless,47
at home i want to improve myself today,motivation,determined,38
recently i feel lucky to have support but i do not know what to do,gratitude,content,66
sometimes i feel lucky to have support right now,gratitude,content,48
recently i feel frustrated with everyone because it keeps happening,anger,upset,67
nothing feels good today,sadness,hopeless,24
honestly i need a small step to begin and i want to feel better,motivation,neutral,63
in class i feel exhausted every morning today,sleep,anxious,45
honestly i am worried something bad will happen today,anxiety,nervous,53
at home my relationship is stressful lately,relationship,worried,43
sometimes i feel sad today these days,sadness,hopeless,37
recently good evening lately,greeting,content,28
honestly i feel hopeless right now please help me,sadness,upset,49
at night i feel burned out and i want to feel better,stress,tired,52
at night i need encouragement these days,motivation,neutral,40
honestly i cannot sleep lately,sleep,stressed,30
at home i need motivation because it keeps happening,motivation,determined,52
sometimes i am proud of myself please help me,positive,happy,45
at night i cannot handle all this pressure and i feel stuck,stress,frustrated,59
i am scared about the future today,anxiety,worried,34
i feel grateful today,gratitude,content,21
sometimes everything feels like too much,stress,overwhelmed,40
i need encouragement these days,motivation,hopeful,31
recently i keep imagining the worst and i need help,anxiety,overwhelmed,51
in class i am sad and tired lately,sadness,depressed,34
i feel restless and tense right now,anxiety,anxious,35
sometimes i cannot handle all this pressure lately,stress,frustrated,50
honestly i am stressed because of exams because it keeps happening,academic_pressure,overwhelmed,66
at home everyone seems busy without me and it is affecting me,loneliness,sad,61
i feel calm today,positive,hopeful,17
in class i feel rejected and it is affecting me,relationship,upset,47
someone close disappointed me today,relationship,confused,35
at home i hate how i look please help me,self_esteem,confused,40
recently hello today,greeting,happy,20
recently i feel grateful today please help me,gratitude,happy,45
at night my mind stays awake right now,sleep,stressed,38
how can i pass my exams and i want to feel better,academic_pressure,stressed,49
at night i had a good day and i need help,positive,happy,41
honestly i am scared about the future these days,anxiety,worried,48
honestly i feel rejected and i feel stuck,relationship,confused,41
i want to build better habits today,motivation,hopeful,35
at night my thoughts are moving too fast and i want to feel better,anxiety,anxious,66
in class i am sad and tired these days,sadness,down,38
honestly everything feels like too much please help me,stress,overwhelmed,54
recently i cannot sleep but i do not know what to do,sleep,anxious,52
recently i feel exhausted every morning right now,sleep,anxious,49
my heart feels heavy please help me,sadness,sad,35
in class i cannot stop crying right now,sadness,upset,39
honestly i need someone to talk to but i do not know what to do,greeting,content,63
at night i need encouragement and i feel stuck,motivation,neutral,46
hello i want to chat right now,greeting,neutral,30
sometimes my sleep is disturbed and i want to feel better,sleep,stressed,57
in class my friend ignored me and i need help,relationship,sad,45
in class i have too many responsibilities these days,stress,frustrated,52
recently thank you i feel supported today,gratitude,content,41
honestly i feel sad today and i want to feel better,sadness,upset,51
at home i keep overthinking at night because it keeps happening,sleep,tired,63
at night i want to hit something and i need help,anger,upset,48
i keep overthinking at night,sleep,stressed,28
recently i need a break and it is affecting me,stress,tired,46
honestly thanks that helped me today,gratitude,grateful,36
recently i feel better now and it is affecting me,positive,happy,49
sometimes i feel better now and i need help,positive,determined,43
honestly i cannot handle all this pressure lately,stress,stressed,49
honestly i want to cry but i do not know what to do,sadness,sad,51
honestly i cannot focus on studying and i feel stuck,academic_pressure,anxious,52
i am thankful for my friends,gratitude,content,28
in class hello lately,greeting,content,21
hi lately,greeting,neutral,9
sometimes i am thankful for my friends but i do not know what to do,gratitude,happy,67
recently i cannot believe in myself right now,self_esteem,hopeless,45
in class i feel peaceful right now please help me,positive,determined,49
at home i cannot stop overthinking but i do not know what to do,anxiety,worried,63
recently i feel lucky to have support,gratitude,happy,37
sometimes thanks that helped me and it is affecting me,gratitude,grateful,54
at night i am worried about my grades and i need help,academic_pressure,stressed,53
sometimes i feel calm today and i feel stuck,positive,determined,44
sometimes i have too many responsibilities and i need help,stress,tired,58
recently can we talk and i feel stuck,greeting,happy,37
at home i feel like shouting lately,anger,frustrated,35
recently i feel left out and i need help,loneliness,lonely,40
at night i do not know how to fix this relationship right now,relationship,worried,61
sometimes i am confused about my relationship please help me,relationship,confused,60
in class i feel lonely and i want to feel better,loneliness,sad,48
help me stay consistent today,motivation,hopeful,29
in class my assignments are too much right now,academic_pressure,anxious,46
at home i feel aggressive right now,anger,upset,35
recently i am thankful for my friends and i want to feel better,gratitude,content,63
my relationship is stressful please help me,relationship,upset,43
recently i do not feel confident,self_esteem,confused,32
at home how can i pass my exams right now,academic_pressure,stressed,41
recently i miss my friend but i do not know what to do,relationship,upset,54
honestly i have too much study pressure right now,academic_pressure,anxious,49
in class thanks that helped me these days,gratitude,content,41
at night i feel hurt by someone i love and it is affecting me,relationship,confused,61
honestly everything feels like too much please help me,stress,frustrated,54
in class i need company lately,loneliness,down,30
at home i sleep too late please help me,sleep,tired,39
honestly i am worried about my grades right now,academic_pressure,worried,47
at night hey can you listen to me and i feel stuck,greeting,neutral,50
recently i feel peaceful right now but i do not know what to do,positive,content,63
honestly i want to hit something and i need help,anger,upset,48
sometimes i have too many responsibilities please help me,stress,frustrated,57
honestly i feel restless and tense,anxiety,overwhelmed,34
at home i am angry but i do not know what to do,anger,angry,47
at night my thoughts are moving too fast and i need help,anxiety,worried,56
recently exam pressure is overwhelming these days,academic_pressure,overwhelmed,49
i feel like i am not good enough but i do not know what to do,self_esteem,confused,61
sometimes i am sad and tired these days,sadness,hopeless,39
recently i feel rejected because it keeps happening,relationship,confused,51
at night i feel left out lately,loneliness,down,31
in class my thoughts are moving too fast and i want to feel better,anxiety,nervous,66
sometimes i need better sleep and i need help,sleep,tired,45
at night i am worried something bad will happen today,anxiety,nervous,53
sometimes good evening lately,greeting,neutral,29
recently i cannot stop overthinking these days,anxiety,overwhelmed,46
sometimes i want to build better habits and i want to feel better,motivation,tired,65
sometimes i am stressed because of exams today,academic_pressure,overwhelmed,46
sometimes i am afraid of failing today,academic_pressure,stressed,38
in class my thoughts are moving too fast and it is affecting me,anxiety,worried,63
thanks that helped me right now,gratitude,happy,31
sometimes nobody talks to me and i want to feel better,loneliness,down,54
in class i had a fight with someone close please help me,relationship,upset,56
honestly i am excited about tomorrow because it keeps happening,positive,happy,63
sometimes i have too many responsibilities right now,stress,frustrated,52
honestly i appreciate your help and i want to feel better,gratitude,happy,57
honestly i want to improve myself please help me,motivation,hopeful,48
in class i feel panic building up please help me,anxiety,overwhelmed,48
i do not feel confident but i do not know what to do,self_esteem,insecure,52
in class i want to hit something,anger,upset,32
honestly i feel down for no reason these days,sadness,sad,45
honestly i want to cry please help me,sadness,down,37
recently i want to hit something because it keeps happening,anger,frustrated,59
at home i feel better now because it keeps happening,positive,happy,52
at home i feel nervous today and i need help,anxiety,anxious,44
in class hey there right now,greeting,happy,28
i feel exhausted every morning today,sleep,anxious,36
i want to cry and i need help,sadness,down,29
honestly my heart is racing because it keeps happening,anxiety,overwhelmed,54
in class thank you i feel supported these days,gratitude,happy,46
at night i am proud of myself because it keeps happening,positive,happy,56
sometimes nothing feels good today and i feel stuck,sadness,sad,51
honestly i feel lonely but i do not know what to do,loneliness,down,51
at night someone made me furious right now,anger,angry,42
i feel left out and i feel stuck,loneliness,lonely,32
sometimes nobody talks to me today,loneliness,down,34
honestly i feel more confident and i need help,positive,determined,46
at night i am scared i will disappoint everyone,self_esteem,sad,47
in class i feel forgotten today,loneliness,down,31
honestly i feel anxious,anxiety,worried,23
sometimes i feel lucky to have support but i do not know what to do,gratitude,content,67
at home help me stay consistent today,motivation,tired,37
in class i am confused about my relationship and i want to feel better,relationship,sad,70
in class help me stay consistent and i feel stuck,motivation,neutral,49
at night i feel exhausted every morning but i do not know what to do,sleep,anxious,68
i finally made progress today,positive,happy,29
recently i had a fight with someone close and it is affecting me,relationship,worried,64
sometimes they do not understand me please help me,relationship,worried,50
recently how can i pass my exams and i need help,academic_pressure,stressed,48
at night thanks for being here because it keeps happening,gratitude,happy,57
sometimes i feel better now but i do not know what to do,positive,happy,56
at home i am worried something bad will happen,anxiety,worried,46
in class how can i start again and i want to feel better,motivation,tired,56
recently i am confused about my relationship please help me,relationship,confused,59
i feel sad today right now,sadness,sad,26
at home can we talk today,greeting,neutral,25
recently i feel forgotten and i want to feel better,loneliness,down,51
recently i feel aggressive right now but i do not know what to do,anger,angry,65
in class i feel like i am not good enough because it keeps happening,self_esteem,confused,68
recently i feel like i am not good enough and i want to feel better,self_esteem,hopeless,67
i feel exhausted every morning these days,sleep,stressed,41
at home i want to hit something please help me,anger,frustrated,46
sometimes everyone seems busy without me these days,loneliness,down,51
honestly i need a break and i feel stuck,stress,overwhelmed,40
at home i cannot control my anger because it keeps happening,anger,frustrated,60
at night i feel isolated please help me,loneliness,sad,39
recently thanks that helped me right now,gratitude,content,40
at night nobody talks to me these days,loneliness,sad,38
honestly i feel pressure from every side and it is affecting me,stress,frustrated,63
sometimes my friend ignored me but i do not know what to do,relationship,upset,59
honestly i feel better now and i want to feel better,positive,happy,52
at night i want to improve myself and i want to feel better,motivation,tired,59
honestly i feel stressed because it keeps happening,stress,overwhelmed,51
sometimes i am stressed because of exams these days,academic_pressure,worried,51
recently hey can you listen to me lately,greeting,happy,40
i need motivation and it is affecting me,motivation,hopeful,40
at night i feel like a failure because it keeps happening,self_esteem,confused,57
sometimes i had a good day and i want to feel better,positive,content,52
my sleep is disturbed,sleep,stressed,21
my thoughts are moving too fast and i want to feel better,anxiety,anxious,57
at night thank you for listening because it keeps happening,gratitude,content,59
recently i feel down for no reason and i want to feel better,sadness,sad,60
at home my mind stays awake these days,sleep,tired,38
hey there these days,greeting,content,20
in class i feel useless and i need help,self_esteem,sad,39
honestly i am excited about tomorrow right now,positive,happy,46
someone made me furious,anger,angry,23
hello i want to chat please help me,greeting,content,35
at night how can i pass my exams lately,academic_pressure,worried,39
at night i feel panic building up and it is affecting me,anxiety,worried,56
honestly can we talk and i need help,greeting,content,36
sometimes i feel frustrated with everyone please help me,anger,upset,56
at night good evening today,greeting,content,27
at home are you there and i want to feel better,greeting,neutral,47
at home good evening lately,greeting,neutral,27
recently i appreciate your help right now,gratitude,happy,41
recently i feel grateful today these days,gratitude,content,41
recently i feel better now but i do not know what to do,positive,happy,55
recently i feel stressed,stress,stressed,24
sometimes i feel exhausted every morning because it keeps happening,sleep,stressed,67
in class i keep comparing myself to others and it is affecting me,self_esteem,sad,65
sometimes i have no one to share this with right now,loneliness,sad,52
at home i want to feel better and it is affecting me,motivation,tired,52
in class i appreciate your help but i do not know what to do,gratitude,grateful,60
in class everyone seems busy without me please help me,loneliness,lonely,54
honestly how can i pass my exams lately,academic_pressure,stressed,39
how can i start again please help me,motivation,determined,36
i feel empty inside because it keeps happening,sadness,upset,46
sometimes i have too much study pressure and i want to feel better,academic_pressure,worried,66
i have no one to share this with,loneliness,down,32
in class someone made me furious and i need help,anger,frustrated,48
i feel down for no reason and i need help,sadness,upset,41
at night i am worried about my grades but i do not know what to do,academic_pressure,overwhelmed,66
honestly everything feels like too much lately,stress,stressed,46
in class i want to feel better and i need help,motivation,determined,46
i do not feel confident and it is affecting me,self_esteem,sad,46
in class i need better sleep right now,sleep,stressed,38
honestly i am thankful for my friends but i do not know what to do,gratitude,content,66
at night hey can you listen to me and i want to feel better,greeting,content,59
recently i cannot stop overthinking right now,anxiety,overwhelmed,45
recently nobody talks to me right now,loneliness,lonely,37
at night i hate how i look these days,self_esteem,confused,37
hello because it keeps happening,greeting,content,32
recently i want to keep going lately,motivation,neutral,36
at night work is overwhelming these days,stress,stressed,40
at night i want to improve myself and it is affecting me,motivation,tired,56
i want to keep going and i want to feel better,motivation,neutral,46
sometimes my relationship is stressful lately,relationship,upset,45
sometimes i sleep too late right now,sleep,stressed,36
recently i wake up tired and i need help,sleep,anxious,40
at night hello because it keeps happening,greeting,neutral,41
in class hey there lately,greeting,neutral,25
sometimes i doubt myself,self_esteem,confused,24
in class i am worried something bad will happen,anxiety,worried,47
honestly i need a break and it is affecting me,stress,tired,46
at night how can i pass my exams right now,academic_pressure,stressed,42
honestly i cannot sleep today,sleep,anxious,29
i do not feel confident these days,self_esteem,confused,34
in class i feel depressed today and i feel stuck,sadness,depressed,48
i have too much study pressure these days,academic_pressure,overwhelmed,41
sometimes i cannot relax at bedtime and i feel stuck,sleep,anxious,52
honestly i feel hurt by someone i love please help me,relationship,confused,53
sometimes i doubt myself these days,self_esteem,insecure,35
at home hello because it keeps happening,greeting,happy,40
sometimes i am stressed because of exams and i want to feel better,academic_pressure,overwhelmed,66
at home i want to keep going and i feel stuck,motivation,determined,45
at night i cannot control my anger but i do not know what to do,anger,upset,63
i feel anxious and i feel stuck,anxiety,worried,31
sometimes i feel lucky to have support because it keeps happening,gratitude,content,65
at night i feel lucky to have support and i want to feel better,gratitude,content,63
recently i feel aggressive right now because it keeps happening,anger,upset,63
recently i feel like shouting and it is affecting me,anger,angry,52
i need someone to talk to and i want to feel better,greeting,neutral,51
i want to keep going today,motivation,determined,26
at night my relationship is stressful,relationship,worried,37
at home i feel aggressive right now and i want to feel better,anger,angry,61
in class i feel grateful today because it keeps happening,gratitude,content,57
in class hello i want to chat these days,greeting,content,40
thanks for being here but i do not know what to do,gratitude,happy,50
recently my sleep is disturbed please help me,sleep,anxious,45
honestly i am worried something bad will happen and it is affecting me,anxiety,anxious,70
hello i want to chat please help me,greeting,happy,35
i feel forgotten and it is affecting me,loneliness,sad,39
at home everything feels like too much lately,stress,stressed,45
i feel nervous today and it is affecting me,anxiety,worried,43
i hate how i look but i do not know what to do,self_esteem,insecure,46
at home i keep imagining the worst today,anxiety,anxious,40
recently i feel nervous today and i feel stuck,anxiety,worried,46
recently nobody talks to me but i do not know what to do,loneliness,lonely,56
sometimes everything feels like too much and it is affecting me,stress,tired,63
in class i feel like a failure because it keeps happening,self_esteem,sad,57
sometimes i am thankful for my friends and it is affecting me,gratitude,grateful,61
recently i am excited about tomorrow please help me,positive,happy,51
at night i am thankful for my friends these days,gratitude,content,48
at home thanks for being here and i need help,gratitude,content,45
sometimes i have too much study pressure but i do not know what to do,academic_pressure,worried,69
honestly i sleep too late lately,sleep,stressed,32
at night hey can you listen to me because it keeps happening,greeting,happy,60
sometimes i am angry upon you and i need help,anger,upset,45
at night i have trouble falling asleep and i need help,sleep,stressed,54
sometimes i am proud of myself,positive,content,30
recently i want to cry today,sadness,upset,28
my heart is racing and i feel stuck,anxiety,worried,35
recently i am stressed because of exams,academic_pressure,worried,39
recently i need someone to talk to these days,greeting,happy,45
honestly i had a good day and i want to feel better,positive,hopeful,51
i do not feel confident these days,self_esteem,hopeless,34
at home i need someone to talk to and i want to feel better,greeting,happy,59
sometimes i have too many responsibilities because it keeps happening,stress,frustrated,69
i cannot believe in myself please help me,self_esteem,hopeless,41
honestly exam pressure is overwhelming and i feel stuck,academic_pressure,stressed,55
at night i feel aggressive right now,anger,angry,36
honestly my mind stays awake and i need help,sleep,stressed,44
at night good morning and i want to feel better,greeting,happy,47
honestly i am grateful for small things today right now,gratitude,happy,55
honestly i feel useless today,self_esteem,hopeless,29
at night hi these days,greeting,happy,22
i feel nervous today and i need help,anxiety,worried,36
at night i cannot stop overthinking today,anxiety,overwhelmed,41
at night i feel lucky to have support lately,gratitude,happy,44
sometimes my relationship is stressful because it keeps happening,relationship,upset,65
at home my heart feels heavy today,sadness,upset,34
honestly i have no one to share this with,loneliness,down,41
at night i am confused about my relationship and i feel stuck,relationship,worried,61
at home i am proud of myself these days,positive,content,39
recently i keep overthinking at night right now,sleep,stressed,47
i want to keep going lately,motivation,hopeful,27
in class my assignments are too much today,academic_pressure,worried,42
sometimes i am angry please help me,anger,frustrated,35
can we talk but i do not know what to do,greeting,happy,40
in class i feel pressure from every side,stress,frustrated,40
sometimes i feel rejected today,relationship,confused,31
in class i need help planning my studies but i do not know what to do,academic_pressure,anxious,69
at night i am proud of myself because it keeps happening,positive,hopeful,56
in class i feel lonely and i want to feel better,loneliness,down,48
recently i feel like a failure and i want to feel better,self_esteem,sad,56
i need a break today,stress,stressed,20
i want to cry and i feel stuck,sadness,down,30
honestly everything feels like too much right now,stress,stressed,49
honestly i am grateful for small things today lately,gratitude,grateful,52
i am grateful for small things today and i need help,gratitude,content,52
in class i am angry at my friend please help me,anger,upset,47
recently i feel forgotten and i need help,loneliness,sad,41
at night hello today,greeting,happy,20
honestly i appreciate my family,gratitude,happy,31
i am scared about the future these days,anxiety,overwhelmed,39
in class i cannot handle all this pressure,stress,frustrated,42
in class i feel like shouting these days,anger,upset,40
recently i need company right now,loneliness,lonely,33
sometimes i feel depressed today right now,sadness,depressed,42
honestly help me stay consistent these days,motivation,hopeful,43
at night hello i want to chat,greeting,happy,29
at home my mind stays awake today,sleep,tired,33
at home i feel grateful today,gratitude,grateful,29
in class i am worried about my grades lately,academic_pressure,worried,44
sometimes work is overwhelming and i feel stuck,stress,overwhelmed,47
in class i am scared i will disappoint everyone please help me,self_esteem,sad,62
sometimes i want to feel better and i feel stuck,motivation,determined,48
honestly i am getting mad these days,anger,frustrated,36
at night hello,greeting,content,14
at home i miss having someone close and i want to feel better,loneliness,down,61
sometimes i miss having someone close because it keeps happening,loneliness,sad,64
at home thank you i feel supported today,gratitude,content,40
sometimes i feel restless and tense today,anxiety,anxious,41
at home they do not understand me but i do not know what to do,relationship,sad,62
honestly i feel stressed lately,stress,tired,31
recently i am tired of dealing with problems today,stress,tired,50
at home i feel hopeless right now but i do not know what to do,sadness,down,62
at home hey there and i feel stuck,greeting,happy,34
at night thanks that helped me lately,gratitude,happy,37
sometimes i feel nervous today and it is affecting me,anxiety,overwhelmed,53
my mind stays awake but i do not know what to do,sleep,tired,48
recently my friend ignored me,relationship,confused,29
honestly i want to cry and i need help,sadness,down,38
sometimes i feel lucky to have support lately,gratitude,content,45
sometimes i want to cry and i need help,sadness,hopeless,39
in class i do not feel confident lately,self_esteem,sad,39
honestly i feel empty inside and it is affecting me,sadness,depressed,51
at night hello i want to chat these days,greeting,neutral,40
in class i am tired of dealing with problems and i feel stuck,stress,overwhelmed,61
at home i need better sleep right now,sleep,anxious,37
sometimes hello i want to chat right now,greeting,neutral,40
recently i need encouragement but i do not know what to do,motivation,determined,58
at home i feel burned out and i feel stuck,stress,stressed,42
sometimes i feel stressed and i feel stuck,stress,overwhelmed,42
at home good evening please help me,greeting,happy,35
in class are you there and i feel stuck,greeting,happy,39
in class i want to keep going but i do not know what to do,motivation,tired,58
honestly i am scared i will disappoint everyone because it keeps happening,self_esteem,hopeless,74
in class i feel alone even around people today,loneliness,lonely,46
i want to hit something lately,anger,upset,30
recently i feel better now,positive,content,26
recently i feel lucky to have support today,gratitude,content,43
at home my thoughts are moving too fast,anxiety,nervous,39
in class my mind is overloaded today,stress,overwhelmed,36
in class i do not know how to fix this relationship today,relationship,upset,57
at home i feel restless and tense and i need help,anxiety,anxious,49
at night i want to hit something lately,anger,frustrated,39
at home thanks that helped me please help me,gratitude,content,44
at home i have too much study pressure and i want to feel better,academic_pressure,overwhelmed,64
in class i feel rejected today,relationship,upset,30
at home my relationship is stressful these days,relationship,sad,47
honestly i am thankful for my friends please help me,gratitude,content,52
at night i am proud of myself today,positive,happy,35
at home i feel burned out and i need help,stress,stressed,41
recently help me stay consistent,motivation,hopeful,32
at home i feel down for no reason and i want to feel better,sadness,down,59
in class i feel aggressive right now please help me,anger,frustrated,51
honestly i feel burned out these days,stress,frustrated,37
at night my heart is racing these days,anxiety,worried,38
at night i hate how i look and i feel stuck,self_esteem,insecure,43
honestly i am happy today and it is affecting me,positive,happy,48
at home i am excited about tomorrow please help me,positive,happy,50
my mind is overloaded but i do not know what to do,stress,overwhelmed,50
recently i feel isolated,loneliness,down,24
i feel calm today because it keeps happening,positive,determined,44
sometimes i need a break and i feel stuck,stress,tired,41
at night i am stressed because of exams and i need help,academic_pressure,stressed,55
in class i doubt myself these days,self_esteem,insecure,34
at night i feel isolated and it is affecting me,loneliness,down,47
at night my relationship is stressful and i want to feel better,relationship,upset,63
i am excited about tomorrow today,positive,determined,33
sometimes hey can you listen to me and i feel stuck,greeting,neutral,51
at home i feel aggressive right now but i do not know what to do,anger,upset,64
honestly i procrastinated and exams are near please help me,academic_pressure,anxious,59
i feel like shouting please help me,anger,upset,35
sometimes i feel grateful today and i need help,gratitude,grateful,47
sometimes i cannot sleep these days,sleep,stressed,35
sometimes someone made me furious because it keeps happening,anger,angry,60
sometimes i feel left out and i want to feel better,loneliness,sad,51
at home i am tired of dealing with problems right now,stress,tired,53
at home i cannot believe in myself because it keeps happening,self_esteem,confused,61
honestly i feel exhausted every morning please help me,sleep,stressed,54
i am afraid of failing please help me,academic_pressure,stressed,37
at home i am getting mad but i do not know what to do,anger,angry,53
sometimes i am scared about the future and i need help,anxiety,overwhelmed,54
honestly help me stay consistent and it is affecting me,motivation,hopeful,55
in class i want to feel better lately,motivation,determined,37
at home i need a small step to begin,motivation,determined,36
recently thank you i feel supported please help me,gratitude,happy,50
sometimes i feel alone even around people and it is affecting me,loneliness,down,64
sometimes i am scared i will disappoint everyone but i do not know what to do,self_esteem,confused,77
in class i am angry upon you right now,anger,upset,38
sometimes i feel anxious these days,anxiety,overwhelmed,35
at night i feel lonely and i need help,loneliness,down,38
recently i feel lazy but want to change right now,motivation,tired,49
sometimes i have too many responsibilities because it keeps happening,stress,overwhelmed,69
at home i procrastinated and exams are near lately,academic_pressure,overwhelmed,50
hey there and it is affecting me,greeting,content,32
at night i appreciate my family and i need help,gratitude,grateful,47
sometimes i do not feel confident but i do not know what to do,self_esteem,hopeless,62
i feel grateful today today,gratitude,content,27
at home i had a good day these days,positive,determined,35
at home everything feels like too much because it keeps happening,stress,overwhelmed,65
honestly i doubt myself right now,self_esteem,insecure,33
at night i feel better now these days,positive,content,37
sometimes i want to cry because it keeps happening,sadness,down,50
sometimes i feel hopeful,positive,hopeful,24
at home thanks for being here because it keeps happening,gratitude,grateful,56
at night i am angry lately,anger,frustrated,26
in class i cannot stop crying and i feel stuck,sadness,upset,46
in class i do not know how to fix this relationship and i feel stuck,relationship,sad,68
recently help me stay consistent and i want to feel better,motivation,determined,58
sometimes i am afraid of failing right now,academic_pressure,anxious,42
sometimes i feel empty inside and it is affecting me,sadness,depressed,52
recently i am worried something bad will happen right now,anxiety,anxious,57
at home i feel aggressive right now and i need help,anger,frustrated,51
sometimes i had a good day because it keeps happening,positive,happy,53
at night i feel like shouting and i want to feel better,anger,angry,55
at night i am confused about my relationship today,relationship,sad,50
i have trouble falling asleep lately,sleep,tired,36
in class i feel lazy but want to change right now,motivation,hopeful,49
honestly i am scared i will disappoint everyone please help me,self_esteem,insecure,62
sometimes i need a break,stress,overwhelmed,24
in class i have too many responsibilities,stress,overwhelmed,41
i am proud of myself right now,positive,happy,30
sometimes i sleep too late,sleep,stressed,26
at home thanks that helped me and i need help,gratitude,grateful,45
sometimes i cannot focus on studying please help me,academic_pressure,overwhelmed,51
at night i miss my friend,relationship,worried,25
at night are you there and it is affecting me,greeting,happy,45
in class i need a small step to begin and i feel stuck,motivation,determined,54
in class i feel burned out lately,stress,overwhelmed,33
honestly i am getting mad and i need help,anger,frustrated,41
at night i feel grateful today and i want to feel better,gratitude,happy,56
i miss my friend right now,relationship,sad,26
sometimes hey there and i want to feel better,greeting,neutral,45
in class hello i want to chat and i need help,greeting,content,45
in class i feel like i am not good enough and i want to feel better,self_esteem,insecure,67
at night my heart feels heavy today,sadness,hopeless,35
at home i appreciate my family right now,gratitude,content,40
sometimes i am confused about my relationship please help me,relationship,worried,60
i doubt myself right now,self_esteem,insecure,24
honestly i am scared about the future today,anxiety,worried,43
in class are you there today,greeting,content,28
sometimes i am thankful for my friends and i feel stuck,gratitude,grateful,55
at home i am angry right now,anger,angry,28
in class i need company and it is affecting me,loneliness,down,46
i have too many responsibilities because it keeps happening,stress,tired,59
at night i feel grateful today and i need help,gratitude,happy,46
at night i feel down for no reason because it keeps happening,sadness,down,61
in class i am confused about my relationship and i feel stuck,relationship,sad,61
i feel alone even around people today,loneliness,sad,37
sometimes hey can you listen to me,greeting,neutral,34
at home i feel panic building up right now,anxiety,overwhelmed,42
at night i want to cry and i need help,sadness,down,38
recently i am grateful for small things today and i need help,gratitude,grateful,61
sometimes i am thankful for my friends these days,gratitude,content,49
sometimes i feel nervous today today,anxiety,anxious,36
recently thank you for listening and it is affecting me,gratitude,grateful,55
at home i feel lucky to have support,gratitude,grateful,36
honestly someone close disappointed me please help me,relationship,confused,53
honestly hey there because it keeps happening,greeting,content,45
i feel restless and tense right now,anxiety,worried,35
at home i want to feel better and it is affecting me,motivation,hopeful,52
in class i am scared about the future and i need help,anxiety,anxious,53
in class i feel lucky to have support and i feel stuck,gratitude,content,54
at night how can i start again,motivation,hopeful,30
at night nothing feels good today today,sadness,hopeless,39
honestly thank you for listening lately,gratitude,content,39
honestly i feel like a failure and it is affecting me,self_esteem,sad,53
at home i miss my friend and i want to feel better,relationship,worried,50
at night i am afraid of failing and it is affecting me,academic_pressure,worried,54
sometimes everyone seems busy without me,loneliness,lonely,40
recently everyone seems busy without me because it keeps happening,loneliness,sad,66
honestly i have trouble falling asleep these days,sleep,stressed,49
at home i wake up tired but i do not know what to do,sleep,tired,52
recently i am excited about tomorrow,positive,happy,36
at night thank you i feel supported these days,gratitude,grateful,46
honestly i appreciate my family please help me,gratitude,happy,46
recently hey there,greeting,happy,18
how can i pass my exams but i do not know what to do,academic_pressure,worried,52
in class everything feels like too much and i need help,stress,overwhelmed,55
recently i have no one to share this with and i need help,loneliness,down,57
in class i feel exhausted every morning and it is affecting me,sleep,stressed,62
honestly nobody talks to me,loneliness,lonely,27
at home i finally made progress please help me,positive,determined,46
sometimes i procrastinated and exams are near because it keeps happening,academic_pressure,worried,72
recently i want to cry,sadness,depressed,22
recently i am scared i will disappoint everyone right now,self_esteem,confused,57
recently i miss having someone close and i need help,loneliness,down,52
sometimes i feel hurt by someone i love right now,relationship,worried,49
sometimes thanks for being here today,gratitude,content,37
recently i am stressed because of exams and it is affecting me,academic_pressure,stressed,62
sometimes i cannot control my anger right now,anger,angry,45
in class my heart is racing these days,anxiety,anxious,38
sometimes i am scared i will disappoint everyone right now,self_esteem,hopeless,58
sometimes i want to hit something,anger,upset,33
recently thanks for being here and i want to feel better,gratitude,happy,56
i feel grateful today right now,gratitude,happy,31
sometimes hello and i want to feel better,greeting,happy,41
hello and i feel stuck,greeting,content,22
at night i need better sleep but i do not know what to do,sleep,tired,57
