text,intent,emotion,text_length,processed_text,processed_length
at night i feel panic building up today,anxiety,overwhelmed,39,night feel panic building today,31
honestly good morning and it is affecting me,greeting,content,44,honestly good morning affecting,31
i need better sleep because it keeps happening,sleep,stressed,46,need better sleep keep happening,32
hi and i need help,greeting,neutral,18,hi need help,12
sometimes i feel rejected and i want to feel better,relationship,sad,51,sometimes feel rejected want feel better,40
exam pressure is overwhelming and it is affecting me,academic_pressure,anxious,52,exam pressure overwhelming affecting,36
honestly i am angry today,anger,upset,25,honestly angry today,20
recently i am sad and tired because it keeps happening,sadness,depressed,54,recently sad tired keep happening,33
i feel stressed and i need help,stress,frustrated,31,feel stressed need help,23
at night help me stay consistent and it is affecting me,motivation,tired,55,night help stay consistent affecting,36
in class someone close disappointed me these days,relationship,confused,49,class someone close disappointed day,36
at night can we talk these days,greeting,neutral,31,night talk day,14
i cannot focus on studying please help me,academic_pressure,overwhelmed,41,focus studying please help,26
recently i am scared i will disappoint everyone today,self_esteem,confused,53,recently scared disappoint everyone today,41
recently i feel calm today today,positive,content,32,recently feel calm today today,30
recently i feel lucky to have support and it is affecting me,gratitude,grateful,60,recently feel lucky support affecting,37
i cannot handle all this pressure these days,stress,stressed,44,handle pressure day,19
sometimes i am worried something bad will happen and i feel stuck,anxiety,overwhelmed,65,sometimes worried something bad happen feel stuck,49
i want to hit something and i need help,anger,frustrated,39,want hit something need help,28
at night good evening and it is affecting me,greeting,content,44,night good evening affecting,28
at night thank you i feel supported and it is affecting me,gratitude,grateful,58,night thank feel supported affecting,36
in class i feel grateful today today,gratitude,grateful,36,class feel grateful today today,31
at night my assignments are too much,academic_pressure,stressed,36,night assignment much,21
honestly i cannot control my anger right now,anger,angry,44,honestly control anger right,28
recently my thoughts are moving too fast these days,anxiety,anxious,51,recently thought moving fast day,32
at night i feel frustrated with everyone but i do not know what to do,anger,upset,69,night feel frustrated everyone know,35
in class i feel hopeful because it keeps happening,positive,hopeful,50,class feel hopeful keep happening,33
at home hey there right now,greeting,happy,27,home hey right,14
at night i need someone to talk to and i feel stuck,greeting,happy,51,night need someone talk feel stuck,34
recently i feel stressed because it keeps happening,stress,overwhelmed,51,recently feel stressed keep happening,37
recently i feel lucky to have support but i do not know what to do,gratitude,happy,66,recently feel lucky support know,32
recently i want to hit something but i do not know what to do,anger,angry,61,recently want hit something know,32
my thoughts are moving too fast but i do not know what to do,anxiety,overwhelmed,60,thought moving fast know,24
sometimes i am tired of dealing with problems please help me,stress,stressed,60,sometimes tired dealing problem please help,43
how can i pass my exams because it keeps happening,academic_pressure,stressed,50,pas exam keep happening,23
i keep imagining the worst but i do not know what to do,anxiety,nervous,55,keep imagining worst know,25
in class hey can you listen to me and i need help,greeting,neutral,49,class hey listen need help,26
at home i feel left out and it is affecting me,loneliness,lonely,46,home feel left affecting,24
i feel like shouting right now,anger,upset,30,feel like shouting right,24
at night my friend ignored me but i do not know what to do,relationship,sad,58,night friend ignored know,25
in class are you there these days,greeting,happy,33,class day,9
at night i doubt myself and i feel stuck,self_esteem,hopeless,40,night doubt feel stuck,22
recently i need someone to talk to because it keeps happening,greeting,content,61,recently need someone talk keep happening,41
in class i need someone to talk to but i do not know what to do,greeting,content,63,class need someone talk know,28
sometimes i feel hopeless right now today,sadness,upset,41,sometimes feel hopeless right today,35
i feel pressure from every side because it keeps happening,stress,overwhelmed,58,feel pressure every side keep happening,39
sometimes i am getting mad today,anger,upset,32,sometimes getting mad today,27
at night i feel pressure from every side and it is affecting me,stress,frustrated,63,night feel pressure every side affecting,40
sometimes i feel pressure from every side and i feel stuck,stress,frustrated,58,sometimes feel pressure every side feel stuck,45
i feel lonely lately,loneliness,down,20,feel lonely lately,18
i am sad and tired but i do not know what to do,sadness,depressed,47,sad tired know,14
at night i need motivation,motivation,hopeful,26,night need motivation,21
at home i am angry upon you but i do not know what to do,anger,frustrated,56,home angry upon know,20
at night my assignments are too much right now,academic_pressure,stressed,46,night assignment much right,27
honestly i miss my friend and it is affecting me,relationship,confused,48,honestly miss friend affecting,30
good evening lately,greeting,content,19,good evening lately,19
at home i cannot sleep and i need help,sleep,anxious,38,home sleep need help,20
recently i appreciate your help and i need help,gratitude,grateful,47,recently appreciate help need help,34
at night i do not feel confident,self_esteem,hopeless,32,night feel confident,20
at home i am tired of dealing with problems and it is affecting me,stress,overwhelmed,66,home tired dealing problem affecting,36
recently i procrastinated and exams are near,academic_pressure,overwhelmed,44,recently procrastinated exam near,33
at home i need encouragement please help me,motivation,hopeful,43,home need encouragement please help,35
sometimes i doubt myself lately,self_esteem,insecure,31,sometimes doubt lately,22
in class thanks for being here and it is affecting me,gratitude,happy,53,class thanks affecting,22
at home how can i pass my exams these days,academic_pressure,overwhelmed,42,home pas exam day,17
at night i am grateful for small things today and i need help,gratitude,happy,61,night grateful small thing today need help,42
in class i cannot stop overthinking these days,anxiety,anxious,46,class stop overthinking day,27
recently i feel nervous today but i do not know what to do,anxiety,worried,58,recently feel nervous today know,32
honestly i have no one to share this with and i need help,loneliness,lonely,57,honestly one share need help,28
i need a break,stress,overwhelmed,14,need break,10
honestly i appreciate my family these days,gratitude,grateful,42,honestly appreciate family day,30
i feel lazy but want to change right now,motivation,hopeful,40,feel lazy want change right,27
honestly good evening because it keeps happening,greeting,happy,48,honestly good evening keep happening,36
in class i feel down for no reason because it keeps happening,sadness,hopeless,61,class feel reason keep happening,32
recently i cannot stop overthinking today,anxiety,overwhelmed,41,recently stop overthinking today,32
in class someone close disappointed me right now,relationship,confused,48,class someone close disappointed right,38
recently i want to improve myself lately,motivation,neutral,40,recently want improve lately,28
i have trouble falling asleep and it is affecting me,sleep,stressed,52,trouble falling asleep affecting,32
sometimes i need someone to talk to,greeting,neutral,35,sometimes need someone talk,27
sometimes hello i want to chat today,greeting,content,36,sometimes hello want chat today,31
i feel empty inside lately,sadness,depressed,26,feel empty inside lately,24
i feel better now because it keeps happening,positive,content,44,feel better keep happening,26
recently i feel like shouting because it keeps happening,anger,upset,56,recently feel like shouting keep happening,42
recently i do not know how to fix this relationship,relationship,upset,51,recently know fix relationship,30
at home i am happy today and i need help,positive,determined,40,home happy today need help,26
i wake up tired these days,sleep,stressed,26,wake tired day,14
honestly i am grateful for small things today and i want to feel better,gratitude,happy,71,honestly grateful small thing today want feel better,52
are you there and i want to feel better,greeting,happy,39,want feel better,16
at home good morning these days,greeting,neutral,31,home good morning day,21
in class everyone seems busy without me and i need help,loneliness,sad,55,class everyone seems busy without need help,43
honestly i feel like a failure lately,self_esteem,hopeless,37,honestly feel like failure lately,33
sometimes i need company and i need help,loneliness,down,40,sometimes need company need help,32
honestly i finally made progress these days,positive,happy,43,honestly finally made progress day,34
honestly i feel depressed today today,sadness,hopeless,37,honestly feel depressed today today,35
at night hi and i want to feel better,greeting,happy,37,night hi want feel better,25
sometimes i am sad and tired and i feel stuck,sadness,down,45,sometimes sad tired feel stuck,30
at night i feel better now right now,positive,happy,36,night feel better right,23
at home nobody talks to me because it keeps happening,loneliness,lonely,53,home nobody talk keep happening,31
in class i hate how i look because it keeps happening,self_esteem,insecure,53,class hate look keep happening,30
in class i want to build better habits right now,motivation,neutral,48,class want build better habit right,35
at night i appreciate your help because it keeps happening,gratitude,grateful,58,night appreciate help keep happening,36
sometimes i am excited about tomorrow please help me,positive,content,52,sometimes excited tomorrow please help,38
at night i feel calm today please help me,positive,hopeful,41,night feel calm today please help,33
in class i have no one to share this with lately,loneliness,sad,48,class one share lately,22
sometimes i feel worthless sometimes these days,self_esteem,confused,47,sometimes feel worthless sometimes day,38
at home i want to keep going,motivation,tired,28,home want keep going,20
i need company these days,loneliness,lonely,25,need company day,16
recently i feel like shouting and i feel stuck,anger,frustrated,46,recently feel like shouting feel stuck,38
i need someone to talk to because it keeps happening,greeting,neutral,52,need someone talk keep happening,32
i need better sleep,sleep,anxious,19,need better sleep,17
help me stay consistent and i feel stuck,motivation,hopeful,40,help stay consistent feel stuck,31
honestly i am sad and tired,sadness,depressed,27,honestly sad tired,18
at home i miss having someone close please help me,loneliness,down,50,home miss someone close please help,35
at night my heart feels heavy right now,sadness,upset,39,night heart feel heavy right,28
at home i want to feel better please help me,motivation,hopeful,44,home want feel better please help,33
sometimes i am scared i will disappoint everyone please help me,self_esteem,insecure,63,sometimes scared disappoint everyone please help,48
at home i doubt myself lately,self_esteem,confused,29,home doubt lately,17
at home i cannot sleep and i want to feel better,sleep,tired,48,home sleep want feel better,27
at night i miss having someone close and i feel stuck,loneliness,lonely,53,night miss someone close feel stuck,35
honestly i feel hurt by someone i love and i feel stuck,relationship,worried,55,honestly feel hurt someone love feel stuck,42
i cannot believe in myself because it keeps happening,self_esteem,sad,53,believe keep happening,22
honestly i am proud of myself,positive,hopeful,29,honestly proud,14
at night i keep comparing myself to others,self_esteem,insecure,42,night keep comparing others,27
in class i feel empty inside and i feel stuck,sadness,sad,45,class feel empty inside feel stuck,34
honestly i need help planning my studies but i do not know what to do,academic_pressure,overwhelmed,69,honestly need help planning study know,38
at home nobody talks to me and i feel stuck,loneliness,lonely,43,home nobody talk feel stuck,27
sometimes i am stressed because of exams please help me,academic_pressure,overwhelmed,55,sometimes stressed exam please help,35
at night i finally made progress and i feel stuck,positive,content,49,night finally made progress feel stuck,38
at night i want to improve myself right now,motivation,hopeful,43,night want improve right,24
in class i appreciate your help because it keeps happening,gratitude,grateful,58,class appreciate help keep happening,36
recently hello right now,greeting,happy,24,recently hello right,20
in class i feel better now lately,positive,hopeful,33,class feel better lately,24
i am worried something bad will happen,anxiety,nervous,38,worried something bad happen,28
in class my assignments are too much and i want to feel better,academic_pressure,overwhelmed,62,class assignment much want feel better,38
recently i cannot stop crying but i do not know what to do,sadness,hopeless,58,recently stop cry know,22
sometimes i feel hurt by someone i love and i feel stuck,relationship,confused,56,sometimes feel hurt someone love feel stuck,43
sometimes i cannot focus on studying and i need help,academic_pressure,worried,52,sometimes focus studying need help,34
at home i want to cry and i want to feel better,sadness,hopeless,47,home want cry want feel better,30
recently i do not know how to fix this relationship and i feel stuck,relationship,worried,68,recently know fix relationship feel stuck,41
honestly i feel hopeless right now because it keeps happening,sadness,down,61,honestly feel hopeless right keep happening,43
sometimes i want to keep going lately,motivation,hopeful,37,sometimes want keep going lately,32
they do not understand me and i need help,relationship,confused,41,understand need help,20
honestly i am tired of dealing with problems but i do not know what to do,stress,overwhelmed,73,honestly tired dealing problem know,35
in class i am tired of dealing with problems lately,stress,frustrated,51,class tired dealing problem lately,34
sometimes thanks that helped me and i want to feel better,gratitude,happy,57,sometimes thanks helped want feel better,40
i miss having someone close today,loneliness,lonely,33,miss someone close today,24
at home my mind stays awake but i do not know what to do,sleep,tired,56,home mind stay awake know,25
in class my mind stays awake these days,sleep,anxious,39,class mind stay awake day,25
sometimes i am angry today,anger,upset,26,sometimes angry today,21
in class i feel peaceful right now and i need help,positive,happy,50,class feel peaceful right need help,35
sometimes i want to build better habits these days,motivation,hopeful,50,sometimes want build better habit day,37
at night i feel panic building up and i want to feel better,anxiety,worried,59,night feel panic building want feel better,42
sometimes i feel peaceful right now,positive,happy,35,sometimes feel peaceful right,29
honestly i procrastinated and exams are near because it keeps happening,academic_pressure,stressed,71,honestly procrastinated exam near keep happening,48
at home i keep overthinking at night lately,sleep,tired,43,home keep overthinking night lately,35
i cannot sleep and it is affecting me,sleep,stressed,37,sleep affecting,15
sometimes someone close disappointed me and i need help,relationship,confused,55,sometimes someone close disappointed need help,46
recently i cannot relax at bedtime and i want to feel better,sleep,stressed,60,recently relax bedtime want feel better,39
at home i need company right now,loneliness,down,32,home need company right,23
at home i feel more confident and i feel stuck,positive,determined,46,home feel confident feel stuck,30
in class i feel useless because it keeps happening,self_esteem,hopeless,50,class feel useless keep happening,33
at home i am tired of dealing with problems but i do not know what to do,stress,overwhelmed,72,home tired dealing problem know,31
in class can we talk and i want to feel better,greeting,content,46,class talk want feel better,27
honestly i feel empty inside but i do not know what to do,sadness,down,57,honestly feel empty inside know,31
honestly i need encouragement but i do not know what to do,motivation,hopeful,58,honestly need encouragement know,32
recently i feel hurt by someone i love today,relationship,worried,44,recently feel hurt someone love today,37
honestly i feel worthless sometimes please help me,self_esteem,insecure,50,honestly feel worthless sometimes please help,45
at home i feel better now and it is affecting me,positive,determined,48,home feel better affecting,26
honestly i feel lucky to have support these days,gratitude,grateful,48,honestly feel lucky support day,31
i am scared about the future and i need help,anxiety,worried,44,scared future need help,23
at home i feel exhausted every morning lately,sleep,tired,45,home feel exhausted every morning lately,40
in class i keep comparing myself to others because it keeps happening,self_esteem,insecure,69,class keep comparing others keep happening,42
sometimes i sleep too late these days,sleep,anxious,37,sometimes sleep late day,24
recently i am excited about tomorrow and i feel stuck,positive,hopeful,53,recently excited tomorrow feel stuck,36
in class someone made me furious and i feel stuck,anger,angry,49,class someone made furious feel stuck,37
at night i cannot focus on studying because it keeps happening,academic_pressure,overwhelmed,62,night focus studying keep happening,35
recently i am afraid of failing right now,academic_pressure,overwhelmed,41,recently afraid failing right,29
honestly i feel nervous today because it keeps happening,anxiety,anxious,56,honestly feel nervous today keep happening,42
recently exam pressure is overwhelming and i need help,academic_pressure,stressed,54,recently exam pressure overwhelming need help,45
honestly i procrastinated and exams are near and i need help,academic_pressure,overwhelmed,60,honestly procrastinated exam near need help,43
sometimes i cannot focus on studying because it keeps happening,academic_pressure,anxious,63,sometimes focus studying keep happening,39
sometimes i feel forgotten right now,loneliness,down,36,sometimes feel forgotten right,30
in class my heart is racing because it keeps happening,anxiety,nervous,54,class heart racing keep happening,33
i feel more confident and i need help,positive,content,37,feel confident need help,24
sometimes i am grateful for small things today please help me,gratitude,grateful,61,sometimes grateful small thing today please help,48
i sleep too late because it keeps happening,sleep,stressed,43,sleep late keep happening,25
honestly i am stressed because of exams and i feel stuck,academic_pressure,stressed,56,honestly stressed exam feel stuck,33
in class i cannot relax at bedtime,sleep,stressed,34,class relax bedtime,19
honestly my relationship is stressful and i need help,relationship,sad,53,honestly relationship stressful need help,41
honestly my friend ignored me please help me,relationship,confused,44,honestly friend ignored please help,35
at home i am angry today,anger,upset,24,home angry today,16
recently i appreciate your help and i want to feel better,gratitude,happy,57,recently appreciate help want feel better,41
sometimes i feel better now lately,positive,determined,34,sometimes feel better lately,28
at home nothing feels good today because it keeps happening,sadness,hopeless,59,home nothing feel good today keep happening,43
at home hello and i need help,greeting,happy,29,home hello need help,20
at night hello lately,greeting,happy,21,night hello lately,18
recently everything feels like too much,stress,stressed,39,recently everything feel like much,34
in class i finally made progress today,positive,content,38,class finally made progress today,33
i have too many responsibilities and i feel stuck,stress,overwhelmed,49,many responsibility feel stuck,30
at night i am scared i will disappoint everyone please help me,self_esteem,confused,62,night scared disappoint everyone please help,44
exam pressure is overwhelming,academic_pressure,worried,29,exam pressure overwhelming,26
at night i feel depressed today,sadness,sad,31,night feel depressed today,26
in class i have trouble falling asleep and i need help,sleep,stressed,54,class trouble falling asleep need help,38
i want to feel better because it keeps happening,motivation,determined,48,want feel better keep happening,31
i have too many responsibilities and it is affecting me,stress,overwhelmed,55,many responsibility affecting,29
honestly i feel like a failure and i feel stuck,self_esteem,confused,47,honestly feel like failure feel stuck,37
in class my heart is racing and i need help,anxiety,nervous,43,class heart racing need help,28
recently hey there and i feel stuck,greeting,content,35,recently hey feel stuck,23
in class i feel isolated because it keeps happening,loneliness,sad,51,class feel isolated keep happening,34
i feel stressed but i do not know what to do,stress,overwhelmed,44,feel stressed know,18
at home i am afraid of failing these days,academic_pressure,overwhelmed,41,home afraid failing day,23
in class hello and i need help,greeting,happy,30,class hello need help,21
i have too much study pressure because it keeps happening,academic_pressure,overwhelmed,57,much study pressure keep happening,34
i feel nervous today because it keeps happening,anxiety,anxious,47,feel nervous today keep happening,33
sometimes i finally made progress today,positive,hopeful,39,sometimes finally made progress today,37
recently i am thankful for my friends and i feel stuck,gratitude,happy,54,recently thankful friend feel stuck,35
honestly i need motivation but i do not know what to do,motivation,hopeful,55,honestly need motivation know,29
in class hello and i want to feel better,greeting,neutral,40,class hello want feel better,28
at night my heart is racing because it keeps happening,anxiety,overwhelmed,54,night heart racing keep happening,33
i had a fight with someone close and i feel stuck,relationship,worried,49,fight someone close feel stuck,30
i feel grateful today and it is affecting me,gratitude,happy,44,feel grateful today affecting,29
i feel calm today and it is affecting me,positive,determined,40,feel calm today affecting,25
i am worried something bad will happen and it is affecting me,anxiety,worried,61,worried something bad happen affecting,38
i want to build better habits and i feel stuck,motivation,hopeful,46,want build better habit feel stuck,34
recently i want to keep going please help me,motivation,hopeful,44,recently want keep going please help,36
in class i feel forgotten,loneliness,down,25,class feel forgotten,20
recently good evening today,greeting,content,27,recently good evening today,27
sometimes i feel left out because it keeps happening,loneliness,sad,52,sometimes feel left keep happening,34
in class i wake up tired lately,sleep,tired,31,class wake tired lately,23
recently i feel isolated lately,loneliness,lonely,31,recently feel isolated lately,29
in class everything feels like too much and it is affecting me,stress,frustrated,62,class everything feel like much affecting,41
i hate how i look and it is affecting me,self_esteem,confused,40,hate look affecting,19
at home i doubt myself and i want to feel better,self_esteem,confused,48,home doubt want feel better,27
recently someone made me furious,anger,upset,32,recently someone made furious,29
sometimes i want to hit something,anger,frustrated,33,sometimes want hit something,28
at night they do not understand me,relationship,worried,34,night understand,16
honestly thank you i feel supported and i need help,gratitude,content,51,honestly thank feel supported need help,39
at home my sleep is disturbed because it keeps happening,sleep,stressed,56,home sleep disturbed keep happening,35
at home i want to improve myself but i do not know what to do,motivation,hopeful,61,home want improve know,22
at home i am afraid of failing and i want to feel better,academic_pressure,worried,56,home afraid failing want feel better,36
at night my relationship is stressful,relationship,upset,37,night relationship stressful,28
i need company today,loneliness,lonely,20,need company today,18
honestly i miss having someone close and i feel stuck,loneliness,down,53,honestly miss someone close feel stuck,38
sometimes i feel depressed today please help me,sadness,depressed,47,sometimes feel depressed today please help,42
sometimes i am sad and tired right now,sadness,upset,38,sometimes sad tired right,25
in class thanks for being here these days,gratitude,grateful,41,class thanks day,16
in class i am scared i will disappoint everyone because it keeps happening,self_esteem,confused,74,class scared disappoint everyone keep happening,47
sometimes i feel sad today and i need help,sadness,upset,42,sometimes feel sad today need help,34
sometimes i am tired of dealing with problems and i need help,stress,frustrated,61,sometimes tired dealing problem need help,41
at night i feel rejected right now,relationship,sad,34,night feel rejected right,25
i am worried about my grades but i do not know what to do,academic_pressure,worried,57,worried grade know,18
honestly i am scared about the future please help me,anxiety,nervous,52,honestly scared future please help,34
sometimes i feel burned out and i feel stuck,stress,frustrated,44,sometimes feel burned feel stuck,32
sometimes i am happy today,positive,hopeful,26,sometimes happy today,21
at night i am getting mad lately,anger,frustrated,32,night getting mad lately,24
at night hey there but i do not know what to do,greeting,happy,47,night hey know,14
recently can we talk today,greeting,content,26,recently talk today,19
sometimes i am worried about my grades right now,academic_pressure,worried,48,sometimes worried grade right,29
honestly i feel anxious and i need help,anxiety,nervous,39,honestly feel anxious need help,31
at night my assignments are too much these days,academic_pressure,overwhelmed,47,night assignment much day,25
everything feels like too much today,stress,overwhelmed,36,everything feel like much today,31
honestly i need better sleep,sleep,anxious,28,honestly need better sleep,26
recently i feel peaceful right now and i feel stuck,positive,hopeful,51,recently feel peaceful right feel stuck,39
honestly how can i start again today,motivation,determined,36,honestly start today,20
i feel hopeless right now these days,sadness,down,36,feel hopeless right day,23
honestly i feel better now these days,positive,content,37,honestly feel better day,24
everything feels like too much please help me,stress,stressed,45,everything feel like much please help,37
i feel more confident these days,positive,hopeful,32,feel confident day,18
honestly i feel exhausted every morning and i need help,sleep,stressed,55,honestly feel exhausted every morning need help,47
sometimes i am worried about my grades and i feel stuck,academic_pressure,overwhelmed,55,sometimes worried grade feel stuck,34
honestly i feel panic building up and it is affecting me,anxiety,nervous,56,honestly feel panic building affecting,38
at night i feel alone even around people,loneliness,down,40,night feel alone even around people,35
honestly i am scared about the future and i feel stuck,anxiety,anxious,54,honestly scared future feel stuck,33
honestly i want to feel better lately,motivation,hopeful,37,honestly want feel better lately,32
honestly they do not understand me and i feel stuck,relationship,sad,51,honestly understand feel stuck,30
recently hey there and i want to feel better,greeting,happy,44,recently hey want feel better,29
in class i have trouble falling asleep lately,sleep,tired,45,class trouble falling asleep lately,35
sometimes i keep imagining the worst,anxiety,worried,36,sometimes keep imagining worst,30
honestly i feel peaceful right now right now,positive,hopeful,44,honestly feel peaceful right right,34
at home i cannot stop overthinking and i feel stuck,anxiety,anxious,51,home stop overthinking feel stuck,33
recently i feel frustrated with everyone and i need help,anger,frustrated,56,recently feel frustrated everyone need help,43
honestly i feel worthless sometimes and i feel stuck,self_esteem,hopeless,52,honestly feel worthless sometimes feel stuck,44
honestly my heart is racing please help me,anxiety,overwhelmed,42,honestly heart racing please help,33
i am confused about my relationship today,relationship,sad,41,confused relationship today,27
in class i doubt myself and i need help,self_esteem,confused,39,class doubt need help,21
my assignments are too much and i need help,academic_pressure,worried,43,assignment much need help,25
at home i sleep too late because it keeps happening,sleep,stressed,51,home sleep late keep happening,30
in class i am scared i will disappoint everyone and i feel stuck,self_esteem,confused,64,class scared disappoint everyone feel stuck,43
at night i am thankful for my friends and i need help,gratitude,grateful,53,night thankful friend need help,31
at night everyone seems busy without me please help me,loneliness,lonely,54,night everyone seems busy without please help,45
sometimes i feel sad today because it keeps happening,sadness,down,53,sometimes feel sad today keep happening,39
recently i feel alone even around people because it keeps happening,loneliness,down,67,recently feel alone even around people keep happening,53
sometimes thank you i feel supported these days,gratitude,content,47,sometimes thank feel supported day,34
honestly i cannot control my anger and it is affecting me,anger,upset,57,honestly control anger affecting,32
at home i have no one to share this with but i do not know what to do,loneliness,down,69,home one share know,19
honestly my assignments are too much and i want to feel better,academic_pressure,overwhelmed,62,honestly assignment much want feel better,41
i want to hit something right now,anger,frustrated,33,want hit something right,24
in class i feel down for no reason and i feel stuck,sadness,down,51,class feel reason feel stuck,28
sometimes they do not understand me these days,relationship,worried,46,sometimes understand day,24
sometimes i have too much study pressure and i feel stuck,academic_pressure,overwhelmed,57,sometimes much study pressure feel stuck,40
hello i want to chat today,greeting,neutral,26,hello want chat today,21
honestly someone close disappointed me because it keeps happening,relationship,worried,65,honestly someone close disappointed keep happening,50
in class i am worried something bad will happen because it keeps happening,anxiety,worried,74,class worried something bad happen keep happening,49
honestly i am happy today right now,positive,happy,35,honestly happy today right,26
sometimes i need a small step to begin,motivation,hopeful,38,sometimes need small step begin,31
at home i feel lonely and it is affecting me,loneliness,sad,44,home feel lonely affecting,26
sometimes i am grateful for small things today but i do not know what to do,gratitude,content,75,sometimes grateful small thing today know,41
sometimes i feel like a failure please help me,self_esteem,confused,46,sometimes feel like failure please help,39
honestly i am sad and tired lately,sadness,down,34,honestly sad tired lately,25
sometimes i need motivation but i do not know what to do,motivation,tired,56,sometimes need motivation know,30
sometimes i need better sleep please help me,sleep,stressed,44,sometimes need better sleep please help,39
at home i feel rejected today,relationship,upset,29,home feel rejected today,24
honestly i am angry upon you,anger,frustrated,28,honestly angry upon,19
i wake up tired and i need help,sleep,tired,31,wake tired need help,20
i feel peaceful right now these days,positive,happy,36,feel peaceful right day,23
at night i feel rejected right now,relationship,worried,34,night feel rejected right,25
sometimes my heart feels heavy and i feel stuck,sadness,sad,47,sometimes heart feel heavy feel stuck,37
recently hello,greeting,content,14,recently hello,14
i feel exhausted every morning and it is affecting me,sleep,anxious,53,feel exhausted every morning affecting,38
at home i need someone to talk to today,greeting,happy,39,home need someone talk today,28
thanks that helped me these days,gratitude,grateful,32,thanks helped day,17
at night i am worried something bad will happen,anxiety,anxious,47,night worried something bad happen,34
recently i am happy today and i feel stuck,positive,content,42,recently happy today feel stuck,31
at night my mind stays awake but i do not know what to do,sleep,tired,57,night mind stay awake know,26
i need help planning my studies and i feel stuck,academic_pressure,stressed,48,need help planning study feel stuck,35
in class my mind stays awake lately,sleep,tired,35,class mind stay awake lately,28
i keep imagining the worst lately,anxiety,anxious,33,keep imagining worst lately,27
i appreciate my family today,gratitude,grateful,28,appreciate family today,23
at night my heart feels heavy today,sadness,down,35,night heart feel heavy today,28
at night i have too much study pressure and i need help,academic_pressure,stressed,55,night much study pressure need help,35
in class nobody talks to me and i need help,loneliness,sad,43,class nobody talk need help,27
honestly thanks that helped me and it is affecting me,gratitude,content,53,honestly thanks helped affecting,32
honestly i am sad and tired right now,sadness,upset,37,honestly sad tired right,24
sometimes hey there,greeting,happy,19,sometimes hey,13
sometimes i feel nervous today,anxiety,worried,30,sometimes feel nervous today,28
recently i am grateful for small things today please help me,gratitude,content,60,recently grateful small thing today please help,47
at night my mind is overloaded lately,stress,overwhelmed,37,night mind overloaded lately,28
nothing feels good today please help me,sadness,hopeless,39,nothing feel good today please help,35
in class i am angry and i feel stuck,anger,angry,36,class angry feel stuck,22
at night i feel stressed but i do not know what to do,stress,tired,53,night feel stressed know,24
honestly i do not know how to fix this relationship these days,relationship,worried,62,honestly know fix relationship day,34
honestly i miss my friend please help me,relationship,worried,40,honestly miss friend please help,32
sometimes i want to hit something and i feel stuck,anger,frustrated,50,sometimes want hit something feel stuck,39
honestly someone close disappointed me right now,relationship,sad,48,honestly someone close disappointed right,41
at night everyone seems busy without me and it is affecting me,loneliness,sad,62,night everyone seems busy without affecting,43
recently everything feels like too much please help me,stress,overwhelmed,54,recently everything feel like much please help,46
i miss having someone close and i feel stuck,loneliness,sad,44,miss someone close feel stuck,29
at home i feel left out but i do not know what to do,loneliness,lonely,52,home feel left know,19
recently i feel hopeless right now and i want to feel better,sadness,hopeless,60,recently feel hopeless right want feel better,45
at home everyone seems busy without me today,loneliness,sad,44,home everyone seems busy without today,38
honestly i feel isolated and it is affecting me,loneliness,down,47,honestly feel isolated affecting,32
recently i am angry because it keeps happening,anger,upset,46,recently angry keep happening,29
honestly good morning but i do not know what to do,greeting,content,50,honestly good morning know,26
sometimes i appreciate my family right now,gratitude,grateful,42,sometimes appreciate family right,33
recently i keep comparing myself to others these days,self_esteem,confused,53,recently keep comparing others day,34
recently i am scared about the future and i want to feel better,anxiety,overwhelmed,63,recently scared future want feel better,39
at home i am excited about tomorrow but i do not know what to do,positive,determined,64,home excited tomorrow know,26
in class i had a good day lately,positive,content,32,class good day lately,21
sometimes i cannot handle all this pressure and i need help,stress,frustrated,59,sometimes handle pressure need help,35
recently i feel aggressive right now but i do not know what to do,anger,upset,65,recently feel aggressive right know,35
honestly i feel empty inside and i want to feel better,sadness,depressed,54,honestly feel empty inside want feel better,43
at home i feel lucky to have support and i feel stuck,gratitude,content,53,home feel lucky support feel stuck,34
in class i am stressed because of exams because it keeps happening,academic_pressure,anxious,66,class stressed exam keep happening,34
sometimes i need a break and i feel stuck,stress,frustrated,41,sometimes need break feel stuck,31
honestly i feel like shouting and it is affecting me,anger,angry,52,honestly feel like shouting affecting,37
sometimes i feel lonely because it keeps happening,loneliness,lonely,50,sometimes feel lonely keep happening,36
recently i finally made progress because it keeps happening,positive,determined,59,recently finally made progress keep happening,45
recently my thoughts are moving too fast because it keeps happening,anxiety,nervous,67,recently thought moving fast keep happening,43
recently i feel like shouting and i feel stuck,anger,upset,46,recently feel like shouting feel stuck,38
at home i am afraid of failing right now,academic_pressure,overwhelmed,40,home afraid failing right,25
i cannot stop overthinking because it keeps happening,anxiety,anxious,53,stop overthinking keep happening,32
at home i cannot believe in myself and it is affecting me,self_esteem,hopeless,57,home believe affecting,22
at home i feel depressed today right now,sadness,sad,40,home feel depressed today right,31
at home i feel aggressive right now today,anger,angry,41,home feel aggressive right today,32
honestly hey there please help me,greeting,content,33,honestly hey please help,24
at home i am proud of myself right now,positive,content,38,home proud right,16
i wake up tired and it is affecting me,sleep,stressed,38,wake tired affecting,20
i feel forgotten today,loneliness,down,22,feel forgotten today,20
