text,intent,emotion
thanks that helped me right now,gratitude,happy
sometimes nobody talks to me and i want to feel better,loneliness,down
in class i had a fight with someone close please help me,relationship,upset
honestly i am excited about tomorrow because it keeps happening,positive,happy
sometimes i have too many responsibilities right now,stress,frustrated
honestly i appreciate your help and i want to feel better,gratitude,happy
honestly i want to improve myself please help me,motivation,hopeful
in class i feel panic building up please help me,anxiety,overwhelmed
i do not feel confident but i do not know what to do,self_esteem,insecure
in class i want to hit something,anger,upset
honestly i feel down for no reason these days,sadness,sad
honestly i want to cry please help me,sadness,down
recently i want to hit something because it keeps happening,anger,frustrated
at home i feel better now because it keeps happening,positive,happy
at home i feel nervous today and i need help,anxiety,anxious
in class hey there right now,greeting,happy
i feel exhausted every morning today,sleep,anxious
i want to cry and i need help,sadness,down
honestly my heart is racing because it keeps happening,anxiety,overwhelmed
in class thank you i feel supported these days,gratitude,happy
at night i am proud of myself because it keeps happening,positive,happy
sometimes nothing feels good today and i feel stuck,sadness,sad
honestly i feel lonely but i do not know what to do,loneliness,down
at night someone made me furious right now,anger,angry
i feel left out and i feel stuck,loneliness,lonely
sometimes nobody talks to me today,loneliness,down
honestly i feel more confident and i need help,positive,determined
at night i am scared i will disappoint everyone,self_esteem,sad
in class i feel forgotten today,loneliness,down
honestly i feel anxious,anxiety,worried
sometimes i feel lucky to have support but i do not know what to do,gratitude,content
at home help me stay consistent today,motivation,tired
in class i am confused about my relationship and i want to feel better,relationship,sad
in class help me stay consistent and i feel stuck,motivation,neutral
at night i feel exhausted every morning but i do not know what to do,sleep,anxious
i finally made progress today,positive,happy
recently i had a fight with someone close and it is affecting me,relationship,worried
sometimes they do not understand me please help me,relationship,worried
recently how can i pass my exams and i need help,academic_pressure,stressed
at night thanks for being here because it keeps happening,gratitude,happy
sometimes i feel better now but i do not know what to do,positive,happy
at home i am worried something bad will happen,anxiety,worried
in class how can i start again and i want to feel better,motivation,tired
recently i am confused about my relationship please help me,relationship,confused
i feel sad today right now,sadness,sad
at home can we talk today,greeting,neutral
recently i feel forgotten and i want to feel better,loneliness,down
recently i feel aggressive right now but i do not know what to do,anger,angry
in class i feel like i am not good enough because it keeps happening,self_esteem,confused
recently i feel like i am not good enough and i want to feel better,self_esteem,hopeless
i feel exhausted every morning these days,sleep,stressed
at home i want to hit something please help me,anger,frustrated
sometimes everyone seems busy without me these days,loneliness,down
honestly i need a break and i feel stuck,stress,overwhelmed
at home i cannot control my anger because it keeps happening,anger,frustrated
at night i feel isolated please help me,loneliness,sad
recently thanks that helped me right now,gratitude,content
at night nobody talks to me these days,loneliness,sad
honestly i feel pressure from every side and it is affecting me,stress,frustrated
sometimes my friend ignored me but i do not know what to do,relationship,upset
honestly i feel better now and i want to feel better,positive,happy
at night i want to improve myself and i want to feel better,motivation,tired
honestly i feel stressed because it keeps happening,stress,overwhelmed
sometimes i am stressed because of exams these days,academic_pressure,worried
recently hey can you listen to me lately,greeting,happy
i need motivation and it is affecting me,motivation,hopeful
at night i feel like a failure because it keeps happening,self_esteem,confused
sometimes i had a good day and i want to feel better,positive,content
my sleep is disturbed,sleep,stressed
my thoughts are moving too fast and i want to feel better,anxiety,anxious
at night thank you for listening because it keeps happening,gratitude,content
recently i feel down for no reason and i want to feel better,sadness,sad
at home my mind stays awake these days,sleep,tired
hey there these days,greeting,content
in class i feel useless and i need help,self_esteem,sad
honestly i am excited about tomorrow right now,positive,happy
someone made me furious,anger,angry
hello i want to chat please help me,greeting,content
at night how can i pass my exams lately,academic_pressure,worried
at night i feel panic building up and it is affecting me,anxiety,worried
honestly can we talk and i need help,greeting,content
sometimes i feel frustrated with everyone please help me,anger,upset
at night good evening today,greeting,content
at home are you there and i want to feel better,greeting,neutral
at home good evening lately,greeting,neutral
recently i appreciate your help right now,gratitude,happy
recently i feel grateful today these days,gratitude,content
recently i feel better now but i do not know what to do,positive,happy
recently i feel stressed,stress,stressed
sometimes i feel exhausted every morning because it keeps happening,sleep,stressed
in class i keep comparing myself to others and it is affecting me,self_esteem,sad
sometimes i have no one to share this with right now,loneliness,sad
at home i want to feel better and it is affecting me,motivation,tired
in class i appreciate your help but i do not know what to do,gratitude,grateful
in class everyone seems busy without me please help me,loneliness,lonely
honestly how can i pass my exams lately,academic_pressure,stressed
how can i start again please help me,motivation,determined
i feel empty inside because it keeps happening,sadness,upset
sometimes i have too much study pressure and i want to feel better,academic_pressure,worried
i have no one to share this with,loneliness,down
in class someone made me furious and i need help,anger,frustrated
i feel down for no reason and i need help,sadness,upset
at night i am worried about my grades but i do not know what to do,academic_pressure,overwhelmed
honestly everything feels like too much lately,stress,stressed
in class i want to feel better and i need help,motivation,determined
i do not feel confident and it is affecting me,self_esteem,sad
in class i need better sleep right now,sleep,stressed
honestly i am thankful for my friends but i do not know what to do,gratitude,content
at night hey can you listen to me and i want to feel better,greeting,content
recently i cannot stop overthinking right now,anxiety,overwhelmed
recently nobody talks to me right now,loneliness,lonely
at night i hate how i look these days,self_esteem,confused
hello because it keeps happening,greeting,content
recently i want to keep going lately,motivation,neutral
at night work is overwhelming these days,stress,stressed
at night i want to improve myself and it is affecting me,motivation,tired
i want to keep going and i want to feel better,motivation,neutral
sometimes my relationship is stressful lately,relationship,upset
sometimes i sleep too late right now,sleep,stressed
recently i wake up tired and i need help,sleep,anxious
at night hello because it keeps happening,greeting,neutral
in class hey there lately,greeting,neutral
sometimes i doubt myself,self_esteem,confused
in class i am worried something bad will happen,anxiety,worried
honestly i need a break and it is affecting me,stress,tired
at night how can i pass my exams right now,academic_pressure,stressed
honestly i cannot sleep today,sleep,anxious
i do not feel confident these days,self_esteem,confused
in class i feel depressed today and i feel stuck,sadness,depressed
i have too much study pressure these days,academic_pressure,overwhelmed
sometimes i cannot relax at bedtime and i feel stuck,sleep,anxious
honestly i feel hurt by someone i love please help me,relationship,confused
sometimes i doubt myself these days,self_esteem,insecure
at home hello because it keeps happening,greeting,happy
sometimes i am stressed because of exams and i want to feel better,academic_pressure,overwhelmed
at home i want to keep going and i feel stuck,motivation,determined
at night i cannot control my anger but i do not know what to do,anger,upset
i feel anxious and i feel stuck,anxiety,worried
sometimes i feel lucky to have support because it keeps happening,gratitude,content
at night i feel lucky to have support and i want to feel better,gratitude,content
recently i feel aggressive right now because it keeps happening,anger,upset
recently i feel like shouting and it is affecting me,anger,angry
i need someone to talk to and i want to feel better,greeting,neutral
i want to keep going today,motivation,determined
at night my relationship is stressful,relationship,worried
at home i feel aggressive right now and i want to feel better,anger,angry
in class i feel grateful today because it keeps happening,gratitude,content
in class hello i want to chat these days,greeting,content
thanks for being here but i do not know what to do,gratitude,happy
recently my sleep is disturbed please help me,sleep,anxious
honestly i am worried something bad will happen and it is affecting me,anxiety,anxious
hello i want to chat please help me,greeting,happy
i feel forgotten and it is affecting me,loneliness,sad
at home everything feels like too much lately,stress,stressed
i feel nervous today and it is affecting me,anxiety,worried
i hate how i look but i do not know what to do,self_esteem,insecure
at home i keep imagining the worst today,anxiety,anxious
recently i feel nervous today and i feel stuck,anxiety,worried
recently nobody talks to me but i do not know what to do,loneliness,lonely
sometimes everything feels like too much and it is affecting me,stress,tired
in class i feel like a failure because it keeps happening,self_esteem,sad
sometimes i am thankful for my friends and it is affecting me,gratitude,grateful
recently i am excited about tomorrow please help me,positive,happy
at night i am thankful for my friends these days,gratitude,content
at home thanks for being here and i need help,gratitude,content
sometimes i have too much study pressure but i do not know what to do,academic_pressure,worried
honestly i sleep too late lately,sleep,stressed
at night hey can you listen to me because it keeps happening,greeting,happy
sometimes i am angry upon you and i need help,anger,upset
at night i have trouble falling asleep and i need help,sleep,stressed
sometimes i am proud of myself,positive,content
recently i want to cry today,sadness,upset
my heart is racing and i feel stuck,anxiety,worried
recently i am stressed because of exams,academic_pressure,worried
recently i need someone to talk to these days,greeting,happy
honestly i had a good day and i want to feel better,positive,hopeful
i do not feel confident these days,self_esteem,hopeless
at home i need someone to talk to and i want to feel better,greeting,happy
sometimes i have too many responsibilities because it keeps happening,stress,frustrated
i cannot believe in myself please help me,self_esteem,hopeless
honestly exam pressure is overwhelming and i feel stuck,academic_pressure,stressed
at night i feel aggressive right now,anger,angry
honestly my mind stays awake and i need help,sleep,stressed
at night good morning and i want to feel better,greeting,happy
honestly i am grateful for small things today right now,gratitude,happy
honestly i feel useless today,self_esteem,hopeless
at night hi these days,greeting,happy
i feel nervous today and i need help,anxiety,worried
at night i cannot stop overthinking today,anxiety,overwhelmed
at night i feel lucky to have support lately,gratitude,happy
sometimes my relationship is stressful because it keeps happening,relationship,upset
at home my heart feels heavy today,sadness,upset
honestly i have no one to share this with,loneliness,down
at night i am confused about my relationship and i feel stuck,relationship,worried
at home i am proud of myself these days,positive,content
recently i keep overthinking at night right now,sleep,stressed
i want to keep going lately,motivation,hopeful
in class my assignments are too much today,academic_pressure,worried
sometimes i am angry please help me,anger,frustrated
can we talk but i do not know what to do,greeting,happy
in class i feel pressure from every side,stress,frustrated
sometimes i feel rejected today,relationship,confused
in class i need help planning my studies but i do not know what to do,academic_pressure,anxious
at night i am proud of myself because it keeps happening,positive,hopeful
in class i feel lonely and i want to feel better,loneliness,down
recently i feel like a failure and i want to feel better,self_esteem,sad
i need a break today,stress,stressed
i want to cry and i feel stuck,sadness,down
honestly everything feels like too much right now,stress,stressed
honestly i am grateful for small things today lately,gratitude,grateful
i am grateful for small things today and i need help,gratitude,content
in class i am angry at my friend please help me,anger,upset
recently i feel forgotten and i need help,loneliness,sad
at night hello today,greeting,happy
honestly i appreciate my family,gratitude,happy
i am scared about the future these days,anxiety,overwhelmed
in class i cannot handle all this pressure,stress,frustrated
in class i feel like shouting these days,anger,upset
recently i need company right now,loneliness,lonely
sometimes i feel depressed today right now,sadness,depressed
honestly help me stay consistent these days,motivation,hopeful
at night hello i want to chat,greeting,happy
at home my mind stays awake today,sleep,tired
at home i feel grateful today,gratitude,grateful
in class i am worried about my grades lately,academic_pressure,worried
sometimes work is overwhelming and i feel stuck,stress,overwhelmed
in class i am scared i will disappoint everyone please help me,self_esteem,sad
sometimes i want to feel better and i feel stuck,motivation,determined
honestly i am getting mad these days,anger,frustrated
at night hello,greeting,content
at home i miss having someone close and i want to feel better,loneliness,down
sometimes i miss having someone close because it keeps happening,loneliness,sad
at home thank you i feel supported today,gratitude,content
sometimes i feel restless and tense today,anxiety,anxious
at home they do not understand me but i do not know what to do,relationship,sad
honestly i feel stressed lately,stress,tired
recently i am tired of dealing with problems today,stress,tired
at home i feel hopeless right now but i do not know what to do,sadness,down
at home hey there and i feel stuck,greeting,happy
at night thanks that helped me lately,gratitude,happy
sometimes i feel nervous today and it is affecting me,anxiety,overwhelmed
my mind stays awake but i do not know what to do,sleep,tired
recently my friend ignored me,relationship,confused
honestly i want to cry and i need help,sadness,down
sometimes i feel lucky to have support lately,gratitude,content
sometimes i want to cry and i need help,sadness,hopeless
in class i do not feel confident lately,self_esteem,sad
honestly i feel empty inside and it is affecting me,sadness,depressed
at night hello i want to chat these days,greeting,neutral
in class i am tired of dealing with problems and i feel stuck,stress,overwhelmed
at home i need better sleep right now,sleep,anxious
sometimes hello i want to chat right now,greeting,neutral
recently i need encouragement but i do not know what to do,motivation,determined
at home i feel burned out and i feel stuck,stress,stressed
sometimes i feel stressed and i feel stuck,stress,overwhelmed
at home good evening please help me,greeting,happy
in class are you there and i feel stuck,greeting,happy
in class i want to keep going but i do not know what to do,motivation,tired
honestly i am scared i will disappoint everyone because it keeps happening,self_esteem,hopeless
in class i feel alone even around people today,loneliness,lonely
i want to hit something lately,anger,upset
recently i feel better now,positive,content
recently i feel lucky to have support today,gratitude,content
at home my thoughts are moving too fast,anxiety,nervous
in class my mind is overloaded today,stress,overwhelmed
in class i do not know how to fix this relationship today,relationship,upset
at home i feel restless and tense and i need help,anxiety,anxious
at night i want to hit something lately,anger,frustrated
at home thanks that helped me please help me,gratitude,content
at home i have too much study pressure and i want to feel better,academic_pressure,overwhelmed
in class i feel rejected today,relationship,upset
at home my relationship is stressful these days,relationship,sad
honestly i am thankful for my friends please help me,gratitude,content
at night i am proud of myself today,positive,happy
at home i feel burned out and i need help,stress,stressed
recently help me stay consistent,motivation,hopeful
at home i feel down for no reason and i want to feel better,sadness,down
in class i feel aggressive right now please help me,anger,frustrated
honestly i feel burned out these days,stress,frustrated
at night my heart is racing these days,anxiety,worried
at night i hate how i look and i feel stuck,self_esteem,insecure
honestly i am happy today and it is affecting me,positive,happy
at home i am excited about tomorrow please help me,positive,happy
my mind is overloaded but i do not know what to do,stress,overwhelmed
recently i feel isolated,loneliness,down
i feel calm today because it keeps happening,positive,determined
sometimes i need a break and i feel stuck,stress,tired
at night i am stressed because of exams and i need help,academic_pressure,stressed
in class i doubt myself these days,self_esteem,insecure
at night i feel isolated and it is affecting me,loneliness,down
at night my relationship is stressful and i want to feel better,relationship,upset
i am excited about tomorrow today,positive,determined
sometimes hey can you listen to me and i feel stuck,greeting,neutral
at home i feel aggressive right now but i do not know what to do,anger,upset
honestly i procrastinated and exams are near please help me,academic_pressure,anxious
i feel like shouting please help me,anger,upset
sometimes i feel grateful today and i need help,gratitude,grateful
sometimes i cannot sleep these days,sleep,stressed
sometimes someone made me furious because it keeps happening,anger,angry
sometimes i feel left out and i want to feel better,loneliness,sad
at home i am tired of dealing with problems right now,stress,tired
at home i cannot believe in myself because it keeps happening,self_esteem,confused
honestly i feel exhausted every morning please help me,sleep,stressed
i am afraid of failing please help me,academic_pressure,stressed
at home i am getting mad but i do not know what to do,anger,angry
sometimes i am scared about the future and i need help,anxiety,overwhelmed
honestly help me stay consistent and it is affecting me,motivation,hopeful
in class i want to feel better lately,motivation,determined
at home i need a small step to begin,motivation,determined
recently thank you i feel supported please help me,gratitude,happy
sometimes i feel alone even around people and it is affecting me,loneliness,down
sometimes i am scared i will disappoint everyone but i do not know what to do,self_esteem,confused
in class i am angry upon you right now,anger,upset
sometimes i feel anxious these days,anxiety,overwhelmed
at night i feel lonely and i need help,loneliness,down
recently i feel lazy but want to change right now,motivation,tired
sometimes i have too many responsibilities because it keeps happening,stress,overwhelmed
at home i procrastinated and exams are near lately,academic_pressure,overwhelmed
hey there and it is affecting me,greeting,content
at night i appreciate my family and i need help,gratitude,grateful
sometimes i do not feel confident but i do not know what to do,self_esteem,hopeless
i feel grateful today today,gratitude,content
at home i had a good day these days,positive,determined
at home everything feels like too much because it keeps happening,stress,overwhelmed
honestly i doubt myself right now,self_esteem,insecure
at night i feel better now these days,positive,content
sometimes i want to cry because it keeps happening,sadness,down
sometimes i feel hopeful,positive,hopeful
at home thanks for being here because it keeps happening,gratitude,grateful
at night i am angry lately,anger,frustrated
in class i cannot stop crying and i feel stuck,sadness,upset
in class i do not know how to fix this relationship and i feel stuck,relationship,sad
recently help me stay consistent and i want to feel better,motivation,determined
sometimes i am afraid of failing right now,academic_pressure,anxious
sometimes i feel empty inside and it is affecting me,sadness,depressed
recently i am worried something bad will happen right now,anxiety,anxious
at home i feel aggressive right now and i need help,anger,frustrated
sometimes i had a good day because it keeps happening,positive,happy
at night i feel like shouting and i want to feel better,anger,angry
at night i am confused about my relationship today,relationship,sad
i have trouble falling asleep lately,sleep,tired
in class i feel lazy but want to change right now,motivation,hopeful
honestly i am scared i will disappoint everyone please help me,self_esteem,insecure
sometimes i need a break,stress,overwhelmed
in class i have too many responsibilities,stress,overwhelmed
i am proud of myself right now,positive,happy
sometimes i sleep too late,sleep,stressed
at home thanks that helped me and i need help,gratitude,grateful
sometimes i cannot focus on studying please help me,academic_pressure,overwhelmed
at night i miss my friend,relationship,worried
at night are you there and it is affecting me,greeting,happy
in class i need a small step to begin and i feel stuck,motivation,determined
in class i feel burned out lately,stress,overwhelmed
honestly i am getting mad and i need help,anger,frustrated
at night i feel grateful today and i want to feel better,gratitude,happy
i miss my friend right now,relationship,sad
sometimes hey there and i want to feel better,greeting,neutral
in class hello i want to chat and i need help,greeting,content
in class i feel like i am not good enough and i want to feel better,self_esteem,insecure
at night my heart feels heavy today,sadness,hopeless
at home i appreciate my family right now,gratitude,content
sometimes i am confused about my relationship please help me,relationship,worried
i doubt myself right now,self_esteem,insecure
honestly i am scared about the future today,anxiety,worried
in class are you there today,greeting,content
sometimes i am thankful for my friends and i feel stuck,gratitude,grateful
at home i am angry right now,anger,angry
in class i need company and it is affecting me,loneliness,down
i have too many responsibilities because it keeps happening,stress,tired
at night i feel grateful today and i need help,gratitude,happy
at night i feel down for no reason because it keeps happening,sadness,down
in class i am confused about my relationship and i feel stuck,relationship,sad
i feel alone even around people today,loneliness,sad
sometimes hey can you listen to me,greeting,neutral
at home i feel panic building up right now,anxiety,overwhelmed
at night i want to cry and i need help,sadness,down
recently i am grateful for small things today and i need help,gratitude,grateful
sometimes i am thankful for my friends these days,gratitude,content
sometimes i feel nervous today today,anxiety,anxious
recently thank you for listening and it is affecting me,gratitude,grateful
at home i feel lucky to have support,gratitude,grateful
honestly someone close disappointed me please help me,relationship,confused
honestly hey there because it keeps happening,greeting,content
i feel restless and tense right now,anxiety,worried
at home i want to feel better and it is affecting me,motivation,hopeful
in class i am scared about the future and i need help,anxiety,anxious
in class i feel lucky to have support and i feel stuck,gratitude,content
at night how can i start again,motivation,hopeful
at night nothing feels good today today,sadness,hopeless
honestly thank you for listening lately,gratitude,content
honestly i feel like a failure and it is affecting me,self_esteem,sad
at home i miss my friend and i want to feel better,relationship,worried
at night i am afraid of failing and it is affecting me,academic_pressure,worried
sometimes everyone seems busy without me,loneliness,lonely
recently everyone seems busy without me because it keeps happening,loneliness,sad
honestly i have trouble falling asleep these days,sleep,stressed
at home i wake up tired but i do not know what to do,sleep,tired
recently i am excited about tomorrow,positive,happy
at night thank you i feel supported these days,gratitude,grateful
honestly i appreciate my family please help me,gratitude,happy
recently hey there,greeting,happy
how can i pass my exams but i do not know what to do,academic_pressure,worried
in class everything feels like too much and i need help,stress,overwhelmed
recently i have no one to share this with and i need help,loneliness,down
in class i feel exhausted every morning and it is affecting me,sleep,stressed
honestly nobody talks to me,loneliness,lonely
at home i finally made progress please help me,positive,determined
sometimes i procrastinated and exams are near because it keeps happening,academic_pressure,worried
recently i want to cry,sadness,depressed
recently i am scared i will disappoint everyone right now,self_esteem,confused
recently i miss having someone close and i need help,loneliness,down
sometimes i feel hurt by someone i love right now,relationship,worried
sometimes thanks for being here today,gratitude,content
recently i am stressed because of exams and it is affecting me,academic_pressure,stressed
sometimes i cannot control my anger right now,anger,angry
in class my heart is racing these days,anxiety,anxious
sometimes i am scared i will disappoint everyone right now,self_esteem,hopeless
sometimes i want to hit something,anger,upset
recently thanks for being here and i want to feel better,gratitude,happy
i feel grateful today right now,gratitude,happy
sometimes hello and i want to feel better,greeting,happy
hello and i feel stuck,greeting,content
at night i need better sleep but i do not know what to do,sleep,tired
recently i am scared about the future but i do not know what to do,anxiety,nervous
in class i want to cry and i want to feel better,sadness,hopeless
sometimes i feel empty inside because it keeps happening,sadness,upset
at home i am proud of myself but i do not know what to do,positive,determined
sometimes i am sad and tired but i do not know what to do,sadness,upset
sometimes my sleep is disturbed because it keeps happening,sleep,stressed
at home i am angry at my friend and i want to feel better,anger,frustrated
honestly i feel more confident lately,positive,determined
i need a small step to begin today,motivation,hopeful
at night my relationship is stressful and i need help,relationship,confused
at home my thoughts are moving too fast and i want to feel better,anxiety,nervous
in class i feel pressure from every side and i need help,stress,tired
recently i feel panic building up but i do not know what to do,anxiety,overwhelmed
i feel sad today because it keeps happening,sadness,hopeless
honestly i feel hopeless right now and it is affecting me,sadness,depressed
at home i cannot focus on studying,academic_pressure,stressed
sometimes i cannot stop overthinking and it is affecting me,anxiety,worried
honestly i am afraid of failing,academic_pressure,overwhelmed
i feel lucky to have support because it keeps happening,gratitude,content
recently my friend ignored me please help me,relationship,confused
sometimes thank you i feel supported today,gratitude,content
my mind stays awake,sleep,anxious
honestly i have too many responsibilities these days,stress,stressed
at night my friend ignored me and it is affecting me,relationship,sad
honestly i feel down for no reason,sadness,sad
honestly i have no one to share this with right now,loneliness,lonely
honestly i feel alone even around people and i need help,loneliness,lonely
at home i am afraid of failing,academic_pressure,anxious
in class i am angry upon you and it is affecting me,anger,frustrated
in class nothing feels good today and i need help,sadness,sad
i feel aggressive right now and i need help,anger,upset
i am thankful for my friends please help me,gratitude,happy
at night my assignments are too much and it is affecting me,academic_pressure,overwhelmed
recently i want to cry but i do not know what to do,sadness,sad
honestly i need encouragement lately,motivation,tired
at night i want to feel better and i feel stuck,motivation,tired
i appreciate your help today,gratitude,happy
sometimes thanks for being here,gratitude,happy
recently i feel lonely and i feel stuck,loneliness,sad
recently i keep imagining the worst these days,anxiety,nervous
at home work is overwhelming and i want to feel better,stress,frustrated
honestly i feel hurt by someone i love because it keeps happening,relationship,confused
in class i feel sad today,sadness,down
recently i finally made progress please help me,positive,happy
at night i am worried about my grades today,academic_pressure,stressed
i feel rejected and i want to feel better,relationship,upset
at home i do not know how to fix this relationship lately,relationship,sad
recently i miss my friend lately,relationship,confused
at home i feel hopeless right now right now,sadness,sad
at night i feel better now today,positive,content
sometimes i cannot relax at bedtime right now,sleep,stressed
at home everything feels like too much please help me,stress,overwhelmed
honestly i am excited about tomorrow and i need help,positive,happy
recently i do not know how to fix this relationship today,relationship,upset
recently i feel peaceful right now but i do not know what to do,positive,happy
in class i cannot stop crying these days,sadness,depressed
at night i feel nervous today today,anxiety,overwhelmed
i need someone to talk to today,greeting,content
i want to keep going and it is affecting me,motivation,neutral
in class i feel lucky to have support these days,gratitude,content
sometimes work is overwhelming but i do not know what to do,stress,frustrated
at home can we talk but i do not know what to do,greeting,happy
recently i feel anxious these days,anxiety,anxious
sometimes i feel lonely and i want to feel better,loneliness,down
honestly i want to build better habits lately,motivation,tired
honestly i feel lazy but want to change today,motivation,hopeful
recently how can i start again these days,motivation,neutral
in class i feel panic building up and i feel stuck,anxiety,nervous
recently i cannot control my anger right now,anger,frustrated
at home i feel sad today because it keeps happening,sadness,sad
thanks for being here these days,gratitude,content
sometimes hi but i do not know what to do,greeting,content
recently i am sad and tired,sadness,upset
honestly i cannot believe in myself and i need help,self_esteem,hopeless
recently good morning and i feel stuck,greeting,content
at night i feel nervous today and i want to feel better,anxiety,worried
at night i feel hurt by someone i love and i want to feel better,relationship,worried
at night thank you i feel supported because it keeps happening,gratitude,grateful
in class i miss my friend and i need help,relationship,upset
at home i cannot stop overthinking and i want to feel better,anxiety,worried
i had a good day please help me,positive,content
at night i feel like shouting please help me,anger,angry
honestly i feel nervous today today,anxiety,worried
at night good evening and i feel stuck,greeting,happy
i cannot stop overthinking right now,anxiety,anxious
at night thank you for listening and i feel stuck,gratitude,grateful
in class i feel hurt by someone i love and i feel stuck,relationship,upset
at home i feel exhausted every morning but i do not know what to do,sleep,tired
at home i am confused about my relationship and i want to feel better,relationship,sad
i am sad and tired please help me,sadness,depressed
at home i keep overthinking at night and i feel stuck,sleep,stressed
sometimes i want to keep going,motivation,hopeful
sometimes how can i start again today,motivation,neutral
honestly someone made me furious and it is affecting me,anger,angry
honestly i want to improve myself,motivation,hopeful
in class i do not feel confident but i do not know what to do,self_esteem,confused
honestly i cannot relax at bedtime today,sleep,tired
sometimes can we talk today,greeting,content
sometimes i feel rejected today,relationship,upset
i feel nervous today right now,anxiety,anxious
honestly i need company these days,loneliness,down
sometimes i feel frustrated with everyone and it is affecting me,anger,upset
honestly i sleep too late,sleep,anxious
at home i feel restless and tense because it keeps happening,anxiety,overwhelmed
honestly i feel hopeless right now and i feel stuck,sadness,hopeless
i need encouragement today,motivation,tired
recently everything feels like too much and i feel stuck,stress,tired
i cannot believe in myself right now,self_esteem,insecure
sometimes i need a small step to begin these days,motivation,determined
at home someone made me furious please help me,anger,upset
in class i am angry at my friend today,anger,upset
honestly i feel left out but i do not know what to do,loneliness,down
honestly i need a small step to begin please help me,motivation,determined
at night i feel panic building up today,anxiety,overwhelmed
honestly good morning and it is affecting me,greeting,content
i need better sleep because it keeps happening,sleep,stressed
hi and i need help,greeting,neutral
sometimes i feel rejected and i want to feel better,relationship,sad
exam pressure is overwhelming and it is affecting me,academic_pressure,anxious
honestly i am angry today,anger,upset
recently i am sad and tired because it keeps happening,sadness,depressed
i feel stressed and i need help,stress,frustrated
at night help me stay consistent and it is affecting me,motivation,tired
in class someone close disappointed me these days,relationship,confused
at night can we talk these days,greeting,neutral
i cannot focus on studying please help me,academic_pressure,overwhelmed
recently i am scared i will disappoint everyone today,self_esteem,confused
recently i feel calm today today,positive,content
recently i feel lucky to have support and it is affecting me,gratitude,grateful
i cannot handle all this pressure these days,stress,stressed
sometimes i am worried something bad will happen and i feel stuck,anxiety,overwhelmed
i want to hit something and i need help,anger,frustrated
at night good evening and it is affecting me,greeting,content
at night thank you i feel supported and it is affecting me,gratitude,grateful
in class i feel grateful today today,gratitude,grateful
at night my assignments are too much,academic_pressure,stressed
honestly i cannot control my anger right now,anger,angry
recently my thoughts are moving too fast these days,anxiety,anxious
at night i feel frustrated with everyone but i do not know what to do,anger,upset
in class i feel hopeful because it keeps happening,positive,hopeful
at home hey there right now,greeting,happy
at night i need someone to talk to and i feel stuck,greeting,happy
recently i feel stressed because it keeps happening,stress,overwhelmed
recently i feel lucky to have support but i do not know what to do,gratitude,happy
recently i want to hit something but i do not know what to do,anger,angry
my thoughts are moving too fast but i do not know what to do,anxiety,overwhelmed
sometimes i am tired of dealing with problems please help me,stress,stressed
how can i pass my exams because it keeps happening,academic_pressure,stressed
i keep imagining the worst but i do not know what to do,anxiety,nervous
in class hey can you listen to me and i need help,greeting,neutral
at home i feel left out and it is affecting me,loneliness,lonely
i feel like shouting right now,anger,upset
at night my friend ignored me but i do not know what to do,relationship,sad
in class are you there these days,greeting,happy
at night i doubt myself and i feel stuck,self_esteem,hopeless
recently i need someone to talk to because it keeps happening,greeting,content
in class i need someone to talk to but i do not know what to do,greeting,content
sometimes i feel hopeless right now today,sadness,upset
i feel pressure from every side because it keeps happening,stress,overwhelmed
sometimes i am getting mad today,anger,upset
at night i feel pressure from every side and it is affecting me,stress,frustrated
sometimes i feel pressure from every side and i feel stuck,stress,frustrated
i feel lonely lately,loneliness,down
i am sad and tired but i do not know what to do,sadness,depressed
at night i need motivation,motivation,hopeful
at home i am angry upon you but i do not know what to do,anger,frustrated
at night my assignments are too much right now,academic_pressure,stressed
honestly i miss my friend and it is affecting me,relationship,confused
good evening lately,greeting,content
at home i cannot sleep and i need help,sleep,anxious
recently i appreciate your help and i need help,gratitude,grateful
at night i do not feel confident,self_esteem,hopeless
at home i am tired of dealing with problems and it is affecting me,stress,overwhelmed
recently i procrastinated and exams are near,academic_pressure,overwhelmed
at home i need encouragement please help me,motivation,hopeful
sometimes i doubt myself lately,self_esteem,insecure
in class thanks for being here and it is affecting me,gratitude,happy
at home how can i pass my exams these days,academic_pressure,overwhelmed
at night i am grateful for small things today and i need help,gratitude,happy
in class i cannot stop overthinking these days,anxiety,anxious
recently i feel nervous today but i do not know what to do,anxiety,worried
honestly i have no one to share this with and i need help,loneliness,lonely
i need a break,stress,overwhelmed
honestly i appreciate my family these days,gratitude,grateful
i feel lazy but want to change right now,motivation,hopeful
honestly good evening because it keeps happening,greeting,happy
in class i feel down for no reason because it keeps happening,sadness,hopeless
recently i cannot stop overthinking today,anxiety,overwhelmed
in class someone close disappointed me right now,relationship,confused
recently i want to improve myself lately,motivation,neutral
i have trouble falling asleep and it is affecting me,sleep,stressed
sometimes i need someone to talk to,greeting,neutral
sometimes hello i want to chat today,greeting,content
i feel empty inside lately,sadness,depressed
i feel better now because it keeps happening,positive,content
recently i feel like shouting because it keeps happening,anger,upset
recently i do not know how to fix this relationship,relationship,upset
at home i am happy today and i need help,positive,determined
i wake up tired these days,sleep,stressed
honestly i am grateful for small things today and i want to feel better,gratitude,happy
